1	nfcorpus	PLAIN-23
2	nfcorpus	PLAIN-2470
3	nfcorpus	PLAIN-2520
4	nfcorpus	PLAIN-196
5	nfcorpus	PLAIN-2590
6	nfcorpus	PLAIN-78
7	nfcorpus	PLAIN-2610
8	nfcorpus	PLAIN-2750
9	nfcorpus	PLAIN-44
10	nfcorpus	PLAIN-68
11	nfcorpus	PLAIN-2620
12	nfcorpus	PLAIN-238
13	nfcorpus	PLAIN-270
14	nfcorpus	PLAIN-123
15	nfcorpus	PLAIN-2740
16	nfcorpus	PLAIN-2630
17	nfcorpus	PLAIN-153
18	nfcorpus	PLAIN-2430
19	nfcorpus	PLAIN-3161
20	nfcorpus	PLAIN-2770
21	nfcorpus	PLAIN-165
22	nfcorpus	PLAIN-33
23	nfcorpus	PLAIN-2890
24	nfcorpus	PLAIN-2660
25	nfcorpus	PLAIN-3181
26	nfcorpus	PLAIN-3281
27	nfcorpus	PLAIN-2550
28	nfcorpus	PLAIN-2
29	nfcorpus	PLAIN-102
30	nfcorpus	PLAIN-2490
31	nfcorpus	PLAIN-2580
32	nfcorpus	PLAIN-2780
33	nfcorpus	PLAIN-2940
34	nfcorpus	PLAIN-2480
35	nfcorpus	PLAIN-2880
36	nfcorpus	PLAIN-3472
37	nfcorpus	PLAIN-3191
38	nfcorpus	PLAIN-259
39	nfcorpus	PLAIN-3382
40	nfcorpus	PLAIN-3402
41	nfcorpus	PLAIN-291
42	nfcorpus	PLAIN-2900
43	nfcorpus	PLAIN-468
44	nfcorpus	PLAIN-2850
45	nfcorpus	PLAIN-430
46	nfcorpus	PLAIN-2760
47	nfcorpus	PLAIN-3292
48	nfcorpus	PLAIN-3131
49	nfcorpus	PLAIN-383
50	nfcorpus	PLAIN-441
51	msmarco	1114819
52	msmarco	168216
53	msmarco	1063750
54	msmarco	264014
55	msmarco	451602
56	msmarco	1112341
57	msmarco	104861
58	msmarco	1124210
59	msmarco	1117099
60	msmarco	47923
61	msmarco	148538
62	msmarco	915593
63	msmarco	87181
64	msmarco	1113437
65	msmarco	527433
66	msmarco	833860
67	msmarco	573724
68	msmarco	359349
69	msmarco	1114646
70	msmarco	1121402
71	msmarco	405717
72	msmarco	1110199
73	msmarco	1103812
74	msmarco	1129237
75	msmarco	962179
76	msmarco	207786
77	msmarco	1115776
78	msmarco	146187
79	msmarco	1121709
80	msmarco	855410
81	msmarco	183378
82	msmarco	156493
83	msmarco	489204
84	msmarco	443396
85	msmarco	87452
86	msmarco	131843
87	msmarco	490595
88	msmarco	182539
89	msmarco	130510
90	msmarco	19335
91	msmarco	1037798
92	fiqa	2348
93	fiqa	5993
94	fiqa	6005
95	fiqa	776
96	fiqa	6131
97	fiqa	6002
98	fiqa	3724
99	fiqa	3909
100	fiqa	4409
101	fiqa	5511
102	fiqa	10497
103	fiqa	2075
104	fiqa	2296
105	fiqa	5951
106	fiqa	2204
107	fiqa	2376
108	fiqa	2685
109	fiqa	5853
110	fiqa	6110
111	fiqa	6221
112	fiqa	8974
113	fiqa	11039
114	fiqa	2423
115	fiqa	2568
116	fiqa	2790
117	fiqa	3091
118	fiqa	3404
119	fiqa	3451
120	fiqa	3503
121	fiqa	4312
122	fiqa	4605
123	fiqa	6252
124	fiqa	6867
125	fiqa	8475
126	fiqa	10109
127	fiqa	89
128	fiqa	864
129	fiqa	1393
130	fiqa	1819
131	fiqa	2183
132	fiqa	2579
133	fiqa	3006
134	fiqa	3115
135	fiqa	3369
136	fiqa	3500
137	fiqa	3683
138	fiqa	3771
139	fiqa	4265
140	fiqa	4514
141	fiqa	4615
142	scidocs	e7ec9e900556d9d9e47b274911ad304bcf198256
143	scidocs	78495383450e02c5fe817e408726134b3084905d
144	scidocs	3a63667284dc8b9687ed1620406030bfe39af3c9
145	scidocs	ee9596725d1db17f2b1e2207dd3ea260343bfe4f
146	scidocs	a04b5b99f5d9d8748843e870536a4a9f65562012
147	scidocs	de8e80d409aaaa3244da4f2cb5b5bb053d453cee
148	scidocs	648678f1edab0d2139958070744b826d2b24c79e
149	scidocs	8a6080396fa7195c7c627bea4b2aeeb9ca39b5f8
150	scidocs	3be10c45163c61dfb9f250412699b3f8cb0ada1d
151	scidocs	566c89a1ace18f57ac3212e6d62634b501990b31
152	scidocs	6c89453c09abde95d998f5acd244f00519472ee0
153	scidocs	74d4bf32242a3d22df63e0cd3c7b5a0038220cd2
154	scidocs	714c194a2fc326151b905270558aa137f9f22730
155	scidocs	c79b88a8d8ba491cead38b431703d84015153a8f
156	scidocs	b2a20116c0609e23d3adfeaa604500fddca66178
157	scidocs	8a93cd1b6fbf7c8c86637bae18d979dafeb9a7c1
158	scidocs	281b6888d5df1dddb350fac4e9be5c8272519109
159	scidocs	0a40663fdcf7c5fb7cfc459693116c41309e7eca
160	scidocs	8501e330d78391f4e690886a8eb8fac867704ea6
161	scidocs	beac53e8074b4822943a3374ff5e9fed98a891b8
162	scidocs	6ae4d0b388aa9262e80c3eedc1cb3e5f06842368
163	scidocs	7db20fcc1d71edc32c365f145148d24b9f1427a5
164	scidocs	335ad0ff82c728aca99fb0059c607cb18129526f
165	scidocs	04e4034344bda5c97015ea634e6eb1b65ef3a898
166	scidocs	271a4077c037b86fb7daf6bff3e66682322ff7d7
167	scidocs	3d23666c6d97d6ba3c86044d83c697821084bed6
